sentence_id,book,parution,start_pdf_page,end_pdf_page,text
294,1,1988,14,19,"Nietro, si les rapports confirment la présence des insectoïdes, ailés ou souterrains, mentionnés par l’EEE."
295,1,1988,14,19,"S’ils devaient suffire à assurer le travail dont se chargent chez nous les bouviers et les mouches sur les détritus, l’agronomie partirait d’un bon pied."
296,1,1988,14,19,"Il nous faudra restituer au sol des éléments nutritifs, et y introduire les bactéries protozoaires et les levures indispensables à la santé de vos vaches, moutons, chèvres et chevaux."
297,1,1988,14,19,"— Sinon, Pol, répliqua Emily, nous demanderons à Kitti de mettre en œuvre sa micromagie, et de réorganiser leurs viscères pour qu’ils se contentent de ce que Pern peut leur offrir."
298,1,1988,14,19,Elle sourit avec une profonde déférence à la minuscule petite femme assise au centre du groupe.
299,1,1988,14,19,"— Arrivage d’échantillons de sol, dit Ju Adjai dans le silence qui suivit."
300,1,1988,14,19,"Et voici une bouillie végétale pour toi, Ted."
301,1,1988,14,19,Tu peux commencer à te faire les dents dessus.
302,1,1988,14,19,"Tubberman se jeta dans le fauteuil voisin de Felicia, et ses longs doigts agiles et précis se mirent à pianoter sur le clavier."
303,1,1988,14,19,"Quelques instants plus tard, le cliquètement des touches, ponctué par divers marmonnements et grognements de concentration, emplit la pièce."
304,1,1988,14,19,Emily et Kit Ping échangèrent un regard plein de condescendance amusée par les lubies de leurs jeunes collègues.
305,1,1988,14,19,"Puis Kit Ping ramena son regard sur l’écran principal, et reprit sa contemplation du monde dont ils approchaient rapidement."
306,1,1988,14,19,"S’asseyant à son poste de travail, Emily s’émerveilla une fois de plus de la chance qu’avait l’expédition de posséder la plus grande généticienne des Planètes Intelligentes Fédérées – le seul être humain jamais formé par les Eridanis."
307,1,1988,14,19,Emily n’avait vu que des photos des humains modifiés ayant entrepris la première mission avortée sur Eridani.
308,1,1988,14,19,Elle réprima un frisson.
309,1,1988,14,19,Pern n’aurait jamais besoin de ce genre d’abominables bricolages.
310,1,1988,14,19,C’est peut-être pour ça que Kit Ping avait accepté de les suivre jusqu’au bout de la galaxie – pour terminer une vie déjà longue et exceptionnelle dans une région écartée où elle aussi pourrait pratiquer l’amnésie sélective.
311,1,1988,14,19,Bien des colons étaient partis pour oublier ce qu’ils avaient vu et fait sur la Terre.
312,1,1988,14,19,"— Il sera très difficile de pénétrer les herbacées du site d’atterrissage oriental, dit Ted Tubberman, fronçant les sourcils."
313,1,1988,14,19,Haute teneur en bore.
314,1,1988,14,19,Elles vont émousser les tranchants et bloquer les engrenages.
315,1,1988,14,19,"— Elles amortiront le choc de l’atterrissage, gloussa Pat Hempenstall."
316,1,1988,14,19,"— Nos navettes ont souvent atterri sans problèmes sur des terrains beaucoup plus inhospitaliers, leur rappela Emily."
317,1,1988,14,19,"— Felicia, fais une comparaison sur la succession botanique autour de ces points enrageants, reprit Ted Tubberman, fixant ses propres écrans."
318,1,1988,14,19,Il y a quelque chose qui me tracasse dans cette configuration.
319,1,1988,14,19,Le phénomène semble commun à toute la planète.
320,1,1988,14,19,"Et je serais plus tranquille si je pouvais avoir l’avis de ce génial géologue, Tarzan…"
321,1,1988,14,19,Il s’interrompit brusquement.
322,1,1988,14,19,"— Tarvi Andiyar, termina Felicia, habituée à ses trous de mémoire."
323,1,1988,14,19,— Demande-lui de venir me voir quand il sera ranimé.
324,1,1988,14,19,"Bon sang, Mar"
325,1,1988,14,19,", comment travailler avec seulement la moitié des spécialistes ?"
326,1,1988,14,19,"— On s’en sort très bien, Ted."
327,1,1988,14,19,Pern se présente bien.
328,1,1988,14,19,Les données du rapport se confirment au poil près.
329,1,1988,14,19,"— C’en est presque inquiétant, dit Pol Nietro d’une voix blanche."
330,1,1988,20,21,"Tubberman grogna,"
331,1,1988,20,21,"Mar Dook haussa les épaules, et Kitti Ping sourit."
332,1,1988,20,21,"Le chrono de l’amiral Benden se mit à le picoter au poignet, lui rappelant l’heure de son propre meeting."
333,1,1988,20,21,"— Commandant Ongola, assurez les communications."
334,1,1988,20,21,"À regret, gardant les yeux sur l’écran principal jusqu’à ce que l’écoutille d’accès se fût refermée, Paul quitta la passerelle de commandement."
335,1,1988,20,21,"Les couloirs du grand vaisseau s’animaient d’heure en heure, constata l’amiral en se frayant un chemin vers le carré des officiers."
336,1,1988,20,21,"Des colons récemment ranimés, cramponnés aux rampes, exerçaient maladroitement leurs membres raidis, essayant de faire fonctionner ensemble leur corps et leur esprit dans la tâche soudain hasardeuse de rester debout."
337,1,1988,20,21,"Sur le Yoko, les gens seraient plus tassés que des rations de secours en attendant leur tour de débarquer."
338,1,1988,20,21,"Mais avec la perspective d’un nouveau monde pour récompense de leur patience, la cohue serait supportable."
339,1,1988,20,21,"Ayant étudié avec soin les divers rapports des sondes, Paul avait déjà choisi le site d’atterrissage parmi les trois proposés."
340,1,1988,20,21,"Naturellement, il écouterait courtoisement ses officiers et les deux autres capitaines, mais le choix évident était un haut plateau juste au pied d’un groupe de stratovolcans."
341,1,1988,20,21,"Le climat était clément, et le plateau assez vaste pour accueillir les six navettes."
342,1,1988,20,21,Les rapports des sondes avaient confirmé les conclusions préliminaires auxquelles il était arrivé dix-sept ans plus tôt après avoir étudié les rapports de l’EEE.
343,1,1988,20,21,Il ne prévoyait pas de problèmes à l’atterrissage ;
344,1,1988,20,21,son angoisse se concentrait sur un débarquement bien organisé et sans accidents.
345,1,1988,20,21,"Il n’y aurait pas d’équipe de secours planant avec sollicitude dans le ciel de Pern, ni d’équipe d’urgence à la surface."
346,1,1988,20,21,"Pour organiser le débarquement, Paul avait choisi Fulmar Stone, pilote qui avait servi avec lui pendant toute la campagne de Cygnus."
347,1,1988,20,21,"Depuis deux semaines, les équipes de Fulmar avaient complètement révisé les trois navettes et le canot amiral, pour s’assurer qu’il n’y aurait pas de pannes après quinze ans passés dans les cales."
348,1,1988,20,21,"Les douze pilotes du Yoko, sous le commandement de Kenjo Fusaiyuki, avaient effectué de rigoureux exercices au simulateur, libéralement pimentés des urgences les plus bizarres pouvant survenir à l’atterrissage."
349,1,1988,20,21,"La plupart étaient des pilotes de combat, avec les capacités et l’habitude de se tirer des situations les plus délicates, mais aucun n’avait le palmarès de Fusaiyuki."
350,1,1988,20,21,"Certains, parmi les moins expérimentés, s’étaient plaints à lui des méthodes de Kenjo ;"
351,1,1988,20,21,Paul Benden avait courtoisement écouté leurs plaintes – et les avait ignorées.
352,1,1988,20,21,Paul avait été surpris et flatté que Kenjo s’engage dans l’expédition.
353,1,1988,20,21,"Il aurait cru que celui-ci choisirait plutôt une unité d’exploration, où il pourrait voler tant que dureraient ses réflexes."
354,1,1988,20,21,"Puis Paul s’était rappelé que Kenjo était un cyborg, avec une jambe gauche prothétique."
355,1,1988,20,21,"Après la guerre, l’EEE n’avait eu que l’embarras du choix pour le personnel, et on avait relégué les cyborgs aux postes administratifs."
356,1,1988,20,21,"Machinalement, Paul serra le poing gauche, caressant du pouce les phalanges de ses trois doigts artificiels qui avaient toujours fonctionné aussi bien que des doigts naturels."
357,1,1988,20,21,Mais il n’y avait toujours aucune sensibilité dans la pseudo-chair.
358,1,1988,20,21,"Consciemment cette fois, il ouvrit la main, certain d’entendre une fois de plus le subtil crissement plastique des articulations des phalanges et du poignet."
359,1,1988,20,21,"Puis il se concentra sur les vrais problèmes, comme le prochain débarquement, sachant que des incidents ou des délais imprévisibles pouvaient immobiliser le flot des colons et du matériel."
360,1,1988,20,21,"Il avait choisi des hommes de confiance pour superviser les opérations : Joël Lilienkamp comme coordinateur au sol, et Desi Arthied sur le Yoko."
361,1,1988,20,21,"Ezra et Jim, capitaines du Bahrain et du Buenos Aires, étaient tout aussi sûrs de leur personnel de débarquement, mais le moindre pépin pouvait provoquer d’innombrables changements de programme."
362,1,1988,20,21,"Le problème, ce serait d’éviter les interruptions."
363,1,1988,20,21,"Quittant la coursive principale, l’amiral tourna à tribord vers le carré des officiers."
364,1,1988,20,21,"Une fois de plus, il souhaita que la réunion ne traîne pas en longueur."
365,1,1988,20,21,"Levant la main pour effleurer le panneau d’accès, il constata qu’il était en avance et que les deux autres capitaines ne paraîtraient pas sur ses écrans avant deux minutes."
366,1,1988,20,21,D’abord les brèves et cérémonieuses salutations d’
367,1,1988,20,21,Ezra
368,1,1988,20,21,"Keroon, l’astrogateur de la flotte, confirmant les coordonnées de leur orbite d’attente,"
369,1,1988,20,21,puis ils choisiraient le site d’atterrissage.
370,1,1988,20,21,"— La cote est maintenant de trois contre un, disait Drake Bonneau à Joël quand le panneau d’accès glissa devant lui."
371,1,1988,20,21,— Pour ou contre ? sourit Paul en entrant.
372,1,1988,20,21,"Tous les assistants, à l’exemple de Kenjo, se levèrent bien que Paul les en dispensât du geste."
373,1,1988,20,21,"Il regarda les deux écrans vides où, dans exactement quatre-vingt-dix secondes, apparaîtraient les visages d’"
374,1,1988,20,21,"Ezra Keroon et de Jim Tillek, de part et d’autre de l’écran"
375,1,1988,20,21,où Pern flottait paresseusement dans le noir océan de l’espace.
376,1,1988,22,22,"— Certains civils pensent que nous n’arriverons pas à respecter les délais, Desi et moi, répondit Joël avec un clin d’œil complice à Arthied, qui hocha solennellement la tête."
377,1,1988,22,22,"Trapu et de taille moyenne, Lilienkamp avait un sympathique visage de pékinois, encadré de courts cheveux grisonnants et bouclés."
378,1,1988,22,22,"Il était de caractère gai et exubérant, et pouvait à l’occasion se montrer caustique."
379,1,1988,22,22,"Sa vive intelligence se complétait d’une mémoire d’éléphant : il se souvenait, non seulement de tous les paris qu’il faisait – avec les enjeux, les participants et les cotes –, mais de tous les paquets, cartons, fûts et caisses confiés à ses soins."
380,1,1988,22,22,"Desi Arthied, son second, trouvait souvent sa frivolité agaçante, mais respectait sa compétence."
381,1,1988,22,22,Desi commanderait le chargement des navettes selon les instructions de Joël.
382,1,1988,22,22,— Les civils ?
383,1,1988,22,22,"Alors, c’est"
384,1,1988,22,22,"qu’ils ne vous connaissent pas, dit Paul, ironique, s’asseyant"
385,1,1988,22,22,"avec un sourire réservé à l’adresse d’Avril Bitra, chargée des exercices au simulateur"
386,1,1988,22,22,.
387,1,1988,22,22,L’ambition l’avait durcie.
388,1,1988,22,22,"Il regretta d’avoir passé autant de son temps d’éveil avec cette brune capiteuse, mais elle était phénoménale."
389,1,1988,22,22,"Bientôt, ils auraient trop à faire pour penser encore à leur amourette."
390,1,1988,22,22,"Dans les couloirs, les jolies femmes étaient de plus en plus nombreuses."
391,1,1988,22,22,"Il désirait en trouver une qui accepte d’épouser Paul Benden, pas « l’amiral »."
392,1,1988,22,22,"À cet instant, les deux écrans s’allumèrent : Jim Tillek, visage carré et grand sourire, sur celui de gauche, Ezra Keroon, sombre et taciturne, sur celui de droite."
393,1,1988,22,22,"— ’jour, Paul, dit Jim, prenant de vitesse Ezra, toujours plus cérémonieux."
394,1,1988,22,22,"— Amiral, déclara solennellement Ezra, je tiens à vous confirmer que nous avons suivi l’itinéraire programmé à la seconde près."
395,1,1988,22,22,"L’arrivée sur orbite d’attente est prévue dans quarante-six heures, trente-trois minutes et vingt secondes."
396,1,1988,22,22,Aucune déviation anticipée à ce stade.
397,1,1988,22,22,"— Parfait, capitaine, dit Paul, lui rendant son salut."
398,1,1988,22,22,Des problèmes ?
399,1,1988,22,22,Les deux capitaines annoncèrent que leurs programmes de réanimation se déroulaient sans incident et que leurs navettes étaient prêtes à partir dès que leurs vaisseaux auraient atteint l’orbite adéquate.
400,1,1988,22,22,"— Maintenant que nous savons le « quand », nous pouvons discuter du « où », dit Paul, se renversant dans son fauteuil pour indiquer que la discussion était ouverte."
401,1,1988,22,22,"— Alors, Paul, dis-nous tout de suite où nous allons atterrir, dit Lilienkamp, avec son mépris habituel pour le protocole."
402,1,1988,23,23,"Pendant toute la guerre de Nathi, l’impertinence de Joël avait amusé Paul Benden en un temps où les occasions de rire étaient rares, mais son humour avait toujours fait feu de tout bois."
